gauge_id,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index,baseflow_index_ceh,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq
54048,0.56,0.31,1.74,3.33,0.49,0.42,139.89,0.05,2.09,18.42,2.27,107.07,13.24,0.00
54049,0.50,0.28,2.31,3.09,0.47,0.38,136.42,0.07,1.99,24.22,3.07,68.56,5.45,0.00
54052,0.72,0.36,1.27,1.73,0.71,0.69,142.21,0.24,1.95,1.17,1.49,0.67,1.94,0.00
54057,0.97,0.43,1.79,2.59,0.61,0.58,134.02,0.18,3.30,0.75,2.92,25.39,6.16,0.00
54060,0.56,0.29,0.88,1.46,0.67,0.66,151.70,0.17,1.42,5.19,2.04,5.00,7.04,0.00
54063,0.95,0.46,1.00,1.39,0.66,0.61,162.76,0.33,2.36,2.06,1.16,0.00,0.00,0.00
54080,3.40,0.70,0.98,2.27,0.54,0.46,126.60,0.49,10.94,2.76,1.46,37.02,5.56,0.00
54095,1.42,0.52,1.51,2.85,0.58,0.54,126.59,0.27,4.76,4.41,2.98,29.70,5.12,0.00
54096,0.53,0.29,1.56,1.90,0.62,0.58,140.49,0.13,1.45,6.69,1.67,5.97,3.38,0.00
55002,2.20,0.62,1.46,3.05,0.53,0.45,119.06,0.28,7.64,6.89,1.68,57.15,11.62,0.00
55007,2.60,0.65,1.46,3.21,0.50,0.41,116.46,0.31,9.02,8.58,1.59,79.58,11.01,0.00
55008,5.92,0.86,1.05,3.07,0.43,0.31,124.98,0.59,20.91,10.18,1.25,69.19,7.96,0.00
55013,1.61,0.55,1.36,2.96,0.58,0.56,123.85,0.18,5.39,4.79,1.80,67.71,16.93,0.00
55014,1.67,0.57,1.28,2.81,0.65,0.65,130.44,0.28,5.12,2.33,2.05,36.83,16.23,0.00
55016,1.99,0.62,1.54,3.75,0.47,0.38,114.23,0.08,7.49,13.00,1.77,106.27,16.40,0.00
55018,0.69,0.34,1.26,2.70,0.56,0.52,135.02,0.09,2.42,10.83,1.79,57.40,11.56,0.00
55021,1.37,0.53,1.37,2.99,0.65,0.66,131.68,0.21,4.20,3.11,2.33,41.66,18.42,0.00
55023,1.60,0.55,1.72,2.77,0.58,0.54,124.60,0.23,5.51,4.08,2.33,48.87,11.93,0.00
55025,1.51,0.49,1.53,3.58,0.58,0.57,121.19,0.10,5.05,6.09,1.57,89.71,18.05,0.00
55026,3.55,0.75,1.21,3.06,0.48,0.38,116.87,0.25,12.20,7.21,1.43,75.60,9.95,0.00
55029,1.49,0.53,1.39,2.85,0.54,0.51,126.19,0.16,5.07,10.02,1.63,72.44,17.94,0.00
55032,2.32,0.46,1.58,2.48,0.42,0.34,123.65,0.32,10.31,33.01,3.20,110.86,17.57,0.00
56001,2.75,0.68,1.51,2.63,0.56,0.51,120.83,0.42,9.19,5.62,1.51,42.35,11.47,0.00
56002,3.04,0.71,1.35,2.35,0.58,0.53,125.37,0.52,9.83,4.09,1.55,30.13,7.56,0.00
56007,4.66,0.82,1.24,2.89,0.46,0.36,121.42,0.45,17.04,11.55,1.33,72.62,10.75,0.00
56012,2.15,0.56,1.20,2.60,0.61,0.58,132.43,0.34,6.62,1.66,1.25,38.39,12.44,0.00
56013,2.62,0.67,1.30,3.22,0.53,0.46,119.73,0.25,8.84,5.99,1.41,75.20,14.00,0.00
57004,3.82,0.72,1.17,2.84,0.48,0.39,118.08,0.48,14.16,13.38,1.64,63.58,9.70,0.00
57005,4.02,0.75,1.39,2.50,0.51,0.44,121.96,0.69,14.42,10.17,1.56,33.67,7.78,0.00
57006,5.04,0.79,1.21,2.86,0.48,0.39,121.83,0.64,17.55,9.01,1.43,54.94,8.65,0.00
57007,3.18,0.64,1.35,2.43,0.52,0.45,124.38,0.61,11.19,11.27,1.62,21.61,8.68,0.00
57008,2.69,0.65,1.50,2.81,0.53,0.47,122.98,0.35,9.33,8.24,1.52,52.45,8.70,0.00
57009,2.77,0.70,1.45,2.83,0.54,0.47,122.12,0.37,9.09,5.09,1.36,49.53,7.75,0.00
58001,3.74,0.72,1.49,2.70,0.54,0.46,125.88,0.53,11.55,3.25,1.34,41.17,8.27,0.00
58002,4.60,0.83,1.32,3.40,0.44,0.33,126.62,0.42,16.77,13.97,1.43,79.46,10.94,0.00
58006,4.50,0.79,1.38,3.52,0.46,0.35,122.31,0.52,15.58,11.53,1.42,70.68,11.29,0.00
58008,4.24,0.80,1.33,3.03,0.46,0.36,124.59,0.51,15.02,11.08,1.33,64.11,8.73,0.00
58009,2.55,0.66,1.25,2.20,0.61,0.56,127.86,0.56,7.37,2.48,1.19,10.98,7.45,0.00
58010,5.01,0.85,1.16,4.10,0.31,0.18,130.68,0.28,21.81,36.29,1.66,139.07,8.81,0.00
58012,5.06,0.86,1.16,2.64,0.53,0.44,130.98,0.87,16.23,4.63,1.25,31.20,9.11,0.00
59001,4.70,0.86,1.31,3.04,0.45,0.34,125.77,0.59,16.60,11.30,1.32,65.04,9.36,0.00
60002,3.49,0.77,1.31,3.28,0.50,0.42,115.35,0.29,11.57,6.69,1.52,73.51,12.13,0.00
60003,2.99,0.74,1.30,2.97,0.58,0.55,113.31,0.32,9.41,3.69,1.34,60.19,12.32,0.00
60005,3.17,0.73,1.35,3.47,0.48,0.40,115.21,0.18,10.92,8.37,1.74,87.54,11.12,0.00
60006,3.47,0.77,1.34,2.98,0.54,0.48,116.58,0.34,11.04,4.23,1.38,61.04,12.80,0.00
60010,3.19,0.71,1.22,3.20,0.52,0.45,116.71,0.33,10.69,4.54,1.57,65.16,9.96,0.00
60012,3.25,0.77,1.16,3.44,0.45,0.34,116.91,0.16,11.36,8.82,1.38,88.50,9.00,0.00
6007,4.28,0.80,1.10,1.97,0.66,0.61,135.49,0.99,11.33,0.18,1.50,9.73,5.66,0.00
6008,2.59,0.65,1.21,3.59,0.42,0.30,116.58,0.08,10.08,15.95,1.85,100.79,12.81,0.00
61001,2.37,0.65,1.52,2.86,0.64,0.63,116.77,0.32,7.08,1.17,1.08,46.04,10.17,0.00
61002,2.94,0.70,1.21,2.67,0.61,0.56,117.02,0.55,8.93,3.24,1.25,25.50,7.44,0.00
62001,2.81,0.71,1.20,3.20,0.57,0.53,113.12,0.29,8.71,2.88,1.79,64.63,14.61,0.00
63001,3.15,0.72,1.39,2.91,0.49,0.40,115.90,0.29,10.85,6.93,1.45,66.71,10.62,0.00
63004,5.54,0.94,1.14,3.25,0.41,0.29,129.03,0.48,19.64,12.49,1.38,81.01,8.24,0.00
64001,4.36,0.79,1.26,3.09,0.48,0.38,122.68,0.36,14.69,7.81,1.48,70.93,10.41,0.00
64002,5.10,0.82,1.10,2.49,0.55,0.47,127.63,0.72,14.92,2.65,1.30,38.40,9.94,0.00
64006,2.98,0.68,1.21,2.57,0.57,0.51,125.36,0.39,8.56,1.57,1.28,38.61,9.28,0.00
65001,7.58,0.90,1.03,2.88,0.45,0.32,131.33,0.73,25.60,6.56,1.16,62.02,7.45,0.00
65004,4.37,0.70,1.08,2.90,0.52,0.42,130.49,0.56,13.70,2.61,1.29,54.75,10.74,0.00
65005,2.74,0.70,1.32,2.50,0.59,0.53,120.94,0.44,8.43,3.32,1.24,36.83,7.36,0.00
65006,5.48,0.84,1.20,2.84,0.51,0.40,135.23,0.69,17.26,2.72,1.32,43.29,7.80,0.00
65007,4.54,0.77,1.30,2.77,0.49,0.38,130.69,0.52,14.60,4.62,1.15,49.79,8.23,0.00
65008,10.32,1.06,1.04,3.43,0.37,0.22,135.31,0.76,40.03,16.85,1.30,93.88,6.13,0.00
66001,1.37,0.52,1.35,2.95,0.60,0.58,121.46,0.20,4.44,3.06,1.99,49.50,11.54,0.00
66004,1.02,0.42,1.26,1.95,0.77,0.82,146.90,0.33,2.35,0.24,3.00,0.00,0.00,0.00
66006,2.00,0.58,1.08,3.69,0.52,0.46,112.63,0.16,6.93,7.71,1.70,95.06,13.29,0.00
66011,4.86,0.82,1.28,3.44,0.41,0.28,119.90,0.33,17.83,14.10,1.37,90.81,7.70,0.00
67001,4.37,0.80,1.09,2.21,0.59,0.54,126.77,1.05,12.65,2.03,1.75,6.21,4.22,0.00
67005,2.40,0.67,1.41,2.95,0.57,0.53,121.85,0.31,7.73,3.76,1.70,56.35,12.50,0.00
67006,2.36,0.61,1.47,2.77,0.54,0.48,120.27,0.31,7.63,5.17,1.61,52.44,9.37,0.00
67008,0.89,0.34,1.40,2.87,0.59,0.57,128.54,0.17,2.89,5.63,1.84,22.00,5.50,0.00
67010,4.85,0.84,1.10,3.34,0.38,0.25,119.42,0.46,19.65,23.15,1.44,97.92,8.75,0.00
67015,2.69,0.66,1.21,2.83,0.60,0.56,124.29,0.73,7.99,1.79,1.69,0.46,4.00,0.00
67018,5.09,0.88,1.19,3.29,0.40,0.27,120.37,0.37,19.54,16.33,1.35,89.54,8.11,0.00
67025,1.09,0.45,1.46,2.01,0.62,0.58,135.50,0.27,3.23,3.53,1.37,4.73,4.73,0.00
67033,1.64,0.50,1.58,3.49,0.54,0.50,119.30,0.25,5.71,5.06,3.88,71.83,7.18,0.00
68001,0.80,0.40,1.24,2.27,0.61,0.56,132.69,0.19,2.51,3.42,1.62,5.99,6.33,0.00
68003,1.13,0.48,1.36,2.46,0.59,0.53,132.71,0.22,3.54,3.56,1.39,22.34,6.56,0.00
68004,0.80,0.41,1.31,1.91,0.64,0.59,139.06,0.20,2.18,3.04,1.50,7.68,3.66,0.00
68005,0.71,0.36,1.16,3.46,0.59,0.57,126.79,0.09,2.40,7.28,2.07,62.48,11.55,0.00
68020,0.68,0.33,1.49,2.39,0.55,0.49,137.39,0.14,2.26,10.65,1.82,15.09,6.19,0.00
69002,2.66,0.74,1.20,2.00,0.57,0.49,131.56,0.80,7.95,3.41,1.17,0.24,3.00,0.00
69007,1.83,0.57,1.29,2.05,0.61,0.55,136.74,0.51,5.18,2.27,1.27,1.53,3.23,0.00
69012,1.63,0.61,1.30,1.67,0.66,0.60,142.23,0.58,4.28,0.88,1.11,0.00,0.00,0.00
69015,2.12,0.57,1.54,2.56,0.57,0.49,130.46,0.47,6.71,5.92,1.48,12.29,4.99,0.00
69017,1.93,0.58,1.57,2.68,0.56,0.48,123.33,0.38,6.28,5.75,1.60,19.29,6.37,0.00
69023,2.28,0.64,1.28,1.99,0.59,0.52,131.70,0.67,6.62,3.19,1.19,0.06,1.00,0.00
69027,2.46,0.72,1.12,1.78,0.61,0.54,135.88,0.77,6.92,2.45,1.15,3.10,6.95,0.00
69030,1.52,0.60,1.15,2.00,0.60,0.52,131.20,0.42,4.43,2.54,1.29,1.73,2.63,0.00
69032,1.30,0.52,1.11,1.89,0.61,0.53,138.49,0.46,3.65,2.05,1.20,0.00,0.00,0.00
69043,2.32,0.78,0.38,1.19,0.67,0.60,162.00,1.09,5.75,0.62,1.06,0.00,0.00,0.00
70002,1.99,0.69,1.13,2.07,0.60,0.51,138.38,0.51,5.83,2.08,1.18,4.87,2.72,0.00
7001,2.94,0.78,1.06,2.63,0.48,0.35,137.13,0.41,10.10,6.79,1.27,48.56,7.03,0.00
7002,2.20,0.67,1.30,2.57,0.50,0.39,139.85,0.36,7.12,5.13,1.27,36.71,7.64,0.00
7003,1.06,0.43,1.30,1.86,0.61,0.55,148.63,0.30,2.95,3.81,1.55,2.56,6.65,0.00
7005,1.52,0.55,1.22,2.49,0.50,0.41,149.32,0.28,4.85,7.15,1.52,25.55,9.71,0.00
7006,1.56,0.50,0.95,1.84,0.55,0.47,158.69,0.46,4.63,6.00,1.51,0.28,4.00,0.00
71001,2.59,0.68,1.32,3.14,0.46,0.34,120.35,0.35,9.36,11.08,1.38,61.98,7.11,0.00
71004,2.43,0.71,1.42,2.43,0.51,0.42,125.14,0.53,8.06,8.10,1.33,8.10,4.08,0.00
71006,2.70,0.71,1.36,3.40,0.43,0.31,118.67,0.22,10.20,14.96,1.51,88.60,9.48,0.00
71008,3.02,0.66,1.38,3.08,0.43,0.32,122.28,0.37,11.21,15.18,1.44,73.71,8.54,0.00
71014,2.50,0.74,1.26,2.04,0.54,0.45,131.27,0.71,7.80,5.71,1.16,0.68,3.75,0.00
72002,2.17,0.60,1.46,3.24,0.42,0.31,118.38,0.20,8.36,17.38,1.53,89.98,8.60,0.00
72004,3.26,0.75,1.24,3.22,0.44,0.32,120.45,0.28,11.71,11.66,1.39,78.65,8.76,0.00
72005,4.10,0.87,1.23,3.13,0.43,0.32,122.81,0.37,15.13,14.76,1.53,76.85,9.08,0.00
72007,2.31,0.57,1.28,3.21,0.46,0.35,127.31,0.21,8.01,10.51,1.26,79.68,8.84,0.00
72009,2.67,0.70,1.36,3.65,0.40,0.28,116.36,0.17,10.53,20.88,1.63,109.69,10.01,0.00
72014,2.09,0.61,1.53,3.21,0.46,0.35,119.81,0.19,7.42,11.01,1.39,80.35,8.77,0.00
72015,4.11,0.86,1.32,3.36,0.41,0.30,120.12,0.34,15.66,14.73,1.46,93.13,9.03,0.00
73005,3.88,0.77,1.26,2.90,0.50,0.40,121.85,0.48,12.54,6.02,1.32,55.24,9.74,0.00
73009,5.03,0.84,1.21,3.19,0.44,0.32,122.96,0.43,17.82,9.09,1.31,74.37,8.67,0.00
73010,5.04,0.79,1.11,3.16,0.54,0.46,121.90,0.44,14.87,0.58,2.14,63.65,11.86,0.00
73011,3.44,0.74,1.39,3.23,0.47,0.36,119.27,0.28,11.64,8.51,1.44,76.11,9.23,0.00
73014,7.65,0.92,0.99,3.61,0.39,0.25,125.42,0.52,28.31,13.63,1.35,97.14,8.12,0.00
73015,1.77,0.53,1.52,3.24,0.48,0.38,122.22,0.18,6.57,12.95,1.50,80.05,11.40,0.00
74001,5.30,0.84,1.27,3.55,0.43,0.29,128.62,0.47,18.14,8.44,1.17,80.42,7.24,0.00
74005,3.59,0.71,1.30,2.76,0.53,0.43,126.24,0.66,11.21,4.21,1.28,24.91,6.46,0.00
74006,3.80,0.75,1.14,2.56,0.50,0.39,132.45,0.57,12.34,5.56,1.14,39.76,7.25,0.00
74007,5.78,0.86,1.29,3.18,0.44,0.30,133.00,0.55,19.61,7.55,1.18,68.11,7.25,0.00
75003,4.16,0.69,1.26,2.79,0.55,0.50,119.60,0.49,12.68,1.62,2.47,50.11,16.59,0.00
75004,4.08,0.74,1.20,3.03,0.50,0.42,119.08,0.48,13.07,4.37,1.58,63.90,12.63,0.00
75017,2.05,0.61,1.40,2.78,0.55,0.50,116.94,0.26,6.42,5.56,1.34,56.85,10.02,0.00
76003,3.36,0.66,1.36,2.69,0.55,0.50,119.87,0.48,10.55,5.30,1.94,40.88,12.99,0.00
76005,2.15,0.64,1.43,2.93,0.47,0.36,117.63,0.27,7.71,12.73,1.58,65.37,9.49,0.00
76007,2.07,0.59,1.31,2.50,0.55,0.48,122.21,0.38,6.48,4.71,1.50,26.94,8.28,0.00
76008,2.11,0.68,1.51,3.04,0.44,0.32,128.98,0.28,7.54,12.35,1.34,68.01,8.98,0.00
76011,2.40,0.67,0.40,4.01,0.32,0.18,126.77,0.05,10.18,26.25,1.55,133.14,8.04,0.04
76014,3.48,0.82,1.32,3.45,0.37,0.25,118.96,0.22,13.86,22.22,1.61,107.87,9.29,0.00
77002,3.16,0.73,1.17,2.94,0.49,0.38,125.08,0.37,10.68,7.15,1.33,62.92,10.26,0.00
77003,2.91,0.72,1.19,3.17,0.42,0.30,124.10,0.29,10.71,13.98,1.32,80.92,9.33,0.00
77004,2.27,0.63,1.36,3.61,0.41,0.29,127.34,0.17,8.67,16.88,1.34,101.66,9.75,0.00
78003,2.93,0.74,1.17,2.94,0.52,0.43,123.83,0.35,9.47,4.13,1.25,59.79,11.10,0.00
78004,3.37,0.81,1.35,3.67,0.40,0.27,119.79,0.16,13.28,18.48,1.46,103.90,9.32,0.00
78006,3.65,0.77,1.06,2.82,0.50,0.41,122.67,0.44,12.10,5.72,1.32,52.84,9.16,0.00
79002,3.15,0.71,1.25,3.16,0.50,0.39,118.02,0.32,10.79,5.94,1.30,69.96,10.45,0.00
79003,3.40,0.72,1.40,3.85,0.42,0.28,113.23,0.20,13.11,17.31,1.63,104.63,9.28,0.00
79004,3.58,0.80,1.16,3.57,0.43,0.31,117.44,0.20,13.16,12.27,1.31,91.69,9.46,0.00
79005,3.09,0.73,1.15,3.41,0.48,0.38,116.42,0.21,10.82,8.54,1.31,82.25,11.53,0.00
79006,3.25,0.70,1.29,3.31,0.46,0.34,116.12,0.28,11.84,10.52,1.41,81.13,10.55,0.00
80001,2.69,0.67,1.20,3.62,0.47,0.36,113.62,0.13,9.49,9.92,1.35,94.65,12.03,0.00
80002,4.43,0.81,1.08,3.40,0.53,0.39,119.93,0.45,13.37,0.56,1.25,85.52,5.53,0.00
80003,6.39,0.81,1.04,4.09,0.33,0.17,138.81,0.27,26.01,22.12,1.24,114.76,5.97,0.00
80004,6.37,0.86,0.49,3.99,0.31,0.16,128.59,0.23,27.81,32.41,1.37,125.92,6.66,0.00
80005,7.31,0.94,1.10,3.13,0.40,0.25,145.85,0.58,28.07,12.24,1.15,78.09,6.58,0.00
80006,6.59,0.88,1.09,2.79,0.54,0.45,136.18,0.64,18.29,0.08,1.00,49.21,11.41,0.00
8004,2.29,0.70,1.25,1.60,0.62,0.55,154.73,0.64,6.07,1.77,1.21,2.29,5.95,0.00
8005,2.06,0.53,1.11,1.71,0.63,0.57,136.83,0.57,5.60,1.08,1.70,4.75,7.97,0.00
8006,1.99,0.59,1.12,1.70,0.66,0.60,145.35,0.57,5.02,0.27,1.27,1.94,11.22,0.00
8009,1.95,0.63,1.20,2.40,0.53,0.43,135.60,0.34,6.25,5.63,1.29,32.42,8.03,0.00
8011,1.89,0.63,0.98,1.49,0.66,0.63,155.53,0.65,4.81,1.72,1.34,0.00,0.00,0.00
8013,2.92,0.73,0.78,1.93,0.57,0.48,142.07,0.69,8.45,2.46,1.15,9.11,5.84,0.00
81002,3.78,0.73,1.17,3.55,0.43,0.28,124.15,0.23,13.40,8.15,1.20,86.68,8.10,0.00
81003,3.20,0.74,1.42,4.17,0.37,0.22,116.10,0.15,12.65,20.75,1.35,118.04,8.84,0.00
81004,2.64,0.68,1.31,3.57,0.46,0.33,115.24,0.13,9.33,7.92,1.34,92.17,11.14,0.00
81006,4.84,0.81,1.02,3.32,0.42,0.27,132.46,0.35,17.12,8.32,1.14,78.14,7.26,0.00
81007,4.00,0.71,1.15,3.33,0.41,0.28,128.60,0.29,15.13,13.95,1.21,85.68,7.62,0.00
82001,2.42,0.61,1.48,3.54,0.46,0.34,110.77,0.16,8.98,11.67,1.42,91.92,9.76,0.00
82003,2.93,0.66,1.20,3.58,0.45,0.31,116.20,0.14,10.48,8.42,1.23,92.15,9.01,0.00
83003,2.74,0.71,1.39,3.30,0.43,0.30,121.44,0.31,10.33,14.70,1.33,81.76,9.44,0.00
83004,2.40,0.66,1.26,3.83,0.41,0.27,116.27,0.16,9.25,18.21,1.43,106.72,9.81,0.00
83006,2.42,0.67,1.48,3.48,0.42,0.30,121.28,0.23,9.51,17.78,1.45,93.97,9.75,0.00
83007,2.64,0.66,1.18,3.92,0.40,0.27,116.32,0.17,10.37,18.98,1.45,107.31,9.17,0.00
83009,3.10,0.66,1.39,3.68,0.38,0.24,124.36,0.16,11.83,18.55,1.37,103.44,7.56,0.00
83010,2.80,0.69,1.26,3.33,0.41,0.28,127.87,0.25,10.52,15.32,1.34,85.98,8.20,0.00
83013,2.57,0.68,1.27,3.66,0.40,0.27,120.41,0.13,10.36,19.78,1.52,105.35,9.11,0.00
84001,2.29,0.60,1.28,2.57,0.53,0.42,127.33,0.39,7.46,3.54,1.34,29.37,6.20,0.00
84004,2.39,0.64,1.25,2.41,0.58,0.52,123.10,0.44,7.35,3.62,1.29,24.94,9.83,0.00
84005,2.30,0.66,1.18,2.75,0.53,0.45,120.75,0.39,7.65,5.32,1.47,37.27,7.87,0.00
84008,2.60,0.76,1.40,3.52,0.43,0.31,115.40,0.23,10.07,18.55,1.65,93.83,7.53,0.00
84009,2.31,0.65,1.35,2.95,0.48,0.38,122.49,0.24,8.40,11.10,1.40,73.97,9.05,0.00
84012,2.45,0.65,1.13,3.08,0.46,0.34,117.23,0.27,9.02,11.88,1.43,74.63,7.17,0.00
84013,2.24,0.66,1.20,2.67,0.54,0.46,122.44,0.43,7.31,4.27,1.41,21.56,6.03,0.00
84014,2.65,0.72,1.13,3.69,0.41,0.29,116.62,0.19,10.29,18.45,1.50,101.29,9.74,0.00
84016,2.07,0.62,1.04,2.57,0.51,0.41,122.58,0.35,6.93,7.67,1.31,35.19,4.99,0.00
84017,4.03,0.78,1.33,3.44,0.49,0.37,121.75,0.35,13.26,1.87,1.52,82.90,9.71,0.00
84018,2.45,0.67,1.30,2.57,0.57,0.51,122.44,0.42,7.50,3.37,1.34,28.38,10.25,0.00
84019,1.62,0.57,1.21,2.51,0.53,0.45,125.37,0.29,5.32,7.10,1.44,25.60,5.16,0.00
84020,3.52,0.75,1.02,3.50,0.42,0.29,126.19,0.30,12.90,12.03,1.29,87.40,7.81,0.00
84022,2.55,0.65,1.20,2.66,0.50,0.40,120.73,0.33,8.76,7.47,1.27,54.37,8.58,0.00
84026,3.60,0.83,1.35,3.13,0.47,0.35,123.21,0.34,12.54,8.90,1.42,71.36,8.52,0.00
84030,2.91,0.72,1.05,3.32,0.43,0.31,119.83,0.31,11.03,16.66,1.45,83.16,6.90,0.00
85001,5.12,0.85,0.99,3.08,0.70,0.76,128.88,0.94,11.57,0.00,0.00,29.70,3.16,0.00
85002,3.11,0.71,1.09,3.47,0.42,0.29,119.29,0.25,11.92,17.65,1.46,94.20,9.35,0.00
85003,6.47,0.77,1.04,4.16,0.32,0.16,128.46,0.30,26.34,26.44,1.38,124.39,5.62,0.00
85004,6.24,0.93,0.97,3.36,0.43,0.29,133.64,0.56,21.75,8.00,1.14,74.83,6.36,0.00
88001,3.71,0.79,0.68,3.59,0.40,0.24,121.33,0.21,14.17,13.59,1.20,94.43,7.40,0.00
89002,8.14,0.97,0.86,4.40,0.33,0.16,130.46,0.35,31.89,20.22,1.34,123.52,6.41,0.00
89003,7.82,0.97,1.22,3.13,0.36,0.22,127.57,0.51,31.44,22.11,1.68,95.65,7.75,0.00
89005,8.65,1.01,1.41,3.85,0.34,0.18,123.30,0.51,31.87,20.66,1.43,116.63,6.42,0.00
89007,5.38,0.68,0.87,4.29,0.38,0.22,138.07,0.34,19.69,16.65,1.26,112.46,6.23,0.00
90003,8.17,0.97,0.91,3.15,0.41,0.26,134.30,0.85,28.82,9.28,1.26,70.03,5.27,0.00
9002,1.49,0.56,1.48,2.08,0.62,0.58,137.38,0.33,4.15,2.87,1.38,10.00,8.52,0.00
9003,1.36,0.53,1.26,2.08,0.58,0.52,136.00,0.29,4.00,5.73,1.45,13.75,7.62,0.00
9004,1.51,0.53,1.45,1.75,0.71,0.71,145.86,0.44,3.64,1.05,1.52,0.00,0.00,0.00
9005,1.99,0.64,1.08,1.72,0.56,0.49,148.50,0.54,6.11,6.00,1.36,0.73,4.22,0.00
92001,7.18,0.91,1.06,2.16,0.64,0.62,138.61,1.07,17.54,0.00,0.00,29.15,11.48,0.00
93001,6.65,0.91,0.89,3.42,0.41,0.26,133.84,0.65,22.85,8.75,1.32,80.12,6.95,0.00
94001,5.81,0.88,1.03,2.32,0.64,0.64,131.19,1.10,14.59,0.02,1.00,21.19,11.35,0.00
95001,5.18,0.86,1.14,2.02,0.67,0.66,137.30,1.17,12.41,0.00,0.00,13.70,8.72,0.00
96001,2.22,0.68,1.05,3.65,0.41,0.28,118.77,0.14,8.50,14.87,1.43,102.10,10.24,0.00
96002,2.88,0.72,1.37,3.07,0.52,0.42,124.48,0.25,9.14,2.78,1.47,67.96,13.93,0.00
96004,5.98,0.94,0.83,3.77,0.37,0.20,133.77,0.37,22.06,12.75,1.24,99.27,5.34,0.00
97002,1.87,0.62,1.18,2.61,0.53,0.46,117.25,0.14,6.19,6.13,1.46,55.43,21.15,0.00
